UniqueID,County,Precinct,Donald J. Trump,Joe R. Biden,Jo Jorgensen,Don_Per,Joe_Per,Don_MOV,Joe_MOV,Total_Pres,David A. Purdue,Jon Ossoff,Pur_Per,Oss_Per,Pur_MOV,Oss_MOV,Total_Sen1,Kelly Loeffler,Raphael Warnock,Loe_Per,War_Per,Loe_MOV,War_MOV,Others,Total_Sen2
"Twiggs,Jeffersonville/Ware",Twiggs,Jeffersonville/Ware,401,710,7,35.86,63.5,-27.64,27.64,1118,411,671,37.46,61.16,-23.7,23.7,1097,199,527,18.49,48.97,-30.48,30.48,350,1076
"Twiggs,Shady Grove/Tarvers",Twiggs,Shady Grove/Tarvers,294,306,7,48.43,50.41,-1.98,1.98,607,288,300,48.16,50.16,-2,2,598,161,217,27.28,36.77,-9.49,9.49,212,590
"Union,Blairsville",Union,Blairsville,1518,355,12,80.53,18.83,61.7,-61.7,1885,1467,337,79.16,18.18,60.98,-60.98,1853,471,249,25.43,13.44,11.99,-11.99,1132,1852
"Union,Coosa",Union,Coosa,1575,268,11,84.95,14.45,70.5,-70.5,1854,1530,256,83.83,14.02,69.81,-69.81,1825,500,178,27.36,9.74,17.62,-17.62,1149,1827
"Union,Choestoe",Union,Choestoe,908,199,10,81.28,17.81,63.47,-63.47,1117,898,189,81.26,17.1,64.16,-64.16,1105,272,138,24.63,12.5,12.13,-12.13,694,1104
"Union,Jones Creek",Union,Jones Creek,1342,276,5,82.68,17,65.68,-65.68,1623,1324,257,82.28,15.97,66.31,-66.31,1609,448,184,27.98,11.49,16.49,-16.49,969,1601
"Union,Owltown",Union,Owltown,962,258,10,78.21,20.97,57.24,-57.24,1230,957,247,78.18,20.17,58.01,-58.01,1224,282,185,23.05,15.12,7.93,-7.93,756,1223
"Union,Ivy Log",Union,Ivy Log,1400,267,15,83.23,15.87,67.36,-67.36,1682,1370,241,82.33,14.48,67.85,-67.85,1664,475,173,28.58,10.4,18.18,-18.18,1014,1662
"Union,Suches",Union,Suches,381,93,2,80.04,19.53,60.51,-60.51,476,366,87,78.87,18.75,60.12,-60.12,464,102,69,21.74,14.71,7.03,-7.03,298,469
"Union,Trackrock",Union,Trackrock,698,180,10,78.6,20.27,58.33,-58.33,888,709,160,80.11,18.07,62.04,-62.04,885,183,123,20.67,13.89,6.78,-6.78,579,885
"Union,Dooley",Union,Dooley,950,260,13,77.67,21.25,56.42,-56.42,1223,936,247,77.1,20.34,56.76,-56.76,1214,309,181,25.6,14.99,10.61,-10.61,717,1207
"Union,Gumlog",Union,Gumlog,1429,277,11,83.22,16.13,67.09,-67.09,1717,1398,248,82.62,14.65,67.97,-67.97,1692,426,182,25.22,10.77,14.45,-14.45,1081,1689
"Union,Pat Colwell",Union,Pat Colwell,1488,368,9,79.78,19.73,60.05,-60.05,1865,1468,347,79.65,18.82,60.83,-60.83,1843,477,242,25.88,13.13,12.75,-12.75,1124,1843
"Upson,Yatesville",Upson,Yatesville,783,250,4,75.5,24.1,51.4,-51.4,1037,767,247,74.68,24.05,50.63,-50.63,1027,408,200,39.72,19.47,20.25,-20.25,419,1027
"Upson,Salem",Upson,Salem,44,266,2,14.1,85.25,-71.15,71.15,312,41,262,13.39,85.62,-72.23,72.23,306,35,223,11.32,72.16,-60.84,60.84,51,309
"Upson,Redbone",Upson,Redbone,4717,1280,40,78.13,21.2,56.93,-56.93,6037,4668,1231,77.94,20.55,57.39,-57.39,5989,2354,975,39.65,16.42,23.23,-23.23,2607,5936
"Upson,Town",Upson,Town,3064,2405,50,55.51,43.57,11.94,-11.94,5519,3092,2260,56.6,41.37,15.23,-15.23,5462,1442,1681,26.45,30.83,-4.38,4.38,2328,5451
"Walker,La Fayette",Walker,La Fayette,3325,832,70,78.66,19.68,58.98,-58.98,4227,3200,804,77.05,19.35,57.7,-57.7,4153,1659,309,40.36,7.51,32.85,-32.85,2142,4110
"Walker,Walnut Grove",Walker,Walnut Grove,1385,172,21,87.76,10.89,76.87,-76.87,1578,1341,172,86.12,11.04,75.08,-75.08,1557,672,61,43.55,3.95,39.6,-39.6,810,1543
"Walker,Rock Spring",Walker,Rock Spring,3831,700,53,83.57,15.27,68.3,-68.3,4584,3753,668,82.82,14.74,68.08,-68.08,4531,2019,262,45.3,5.87,39.43,-39.43,2175,4456
"Walker,Armuchee Valley",Walker,Armuchee Valley,885,164,10,83.56,15.48,68.08,-68.08,1059,865,153,82.93,14.66,68.27,-68.27,1043,454,60,44.46,5.87,38.59,-38.59,507,1021
"Walker,Mountain",Walker,Mountain,714,178,13,78.89,19.66,59.23,-59.23,905,711,164,79.08,18.24,60.84,-60.84,899,394,73,44.57,8.25,36.32,-36.32,417,884
"Walker,Chattanooga Valley",Walker,Chattanooga Valley,3442,996,66,76.42,22.11,54.31,-54.31,4504,3384,927,76.06,20.83,55.23,-55.23,4449,1879,399,42.48,9.02,33.46,-33.46,2145,4423
"Walker,Kensington",Walker,Kensington,751,199,15,77.82,20.62,57.2,-57.2,965,738,190,77.43,19.93,57.5,-57.5,953,380,64,40.9,6.88,34.02,-34.02,485,929
"Walker,Rossville",Walker,Rossville,2710,943,55,73.08,25.43,47.65,-47.65,3708,2612,894,71.67,24.53,47.14,-47.14,3644,1472,291,41.07,8.11,32.96,-32.96,1821,3584
"Walker,Chickamauga",Walker,Chickamauga,4089,846,61,81.84,16.93,64.91,-64.91,4996,4011,780,81.42,15.83,65.59,-65.59,4926,2220,312,45.93,6.45,39.48,-39.48,2301,4833
"Walker,Fairyland",Walker,Fairyland,593,321,22,63.35,34.29,29.06,-29.06,936,635,278,67.19,29.41,37.78,-37.78,945,366,135,39.95,14.73,25.22,-25.22,415,916
"Walker,Fairview",Walker,Fairview,1449,418,25,76.58,22.09,54.49,-54.49,1892,1400,405,74.94,21.68,53.26,-53.26,1868,743,147,40.44,8,32.44,-32.44,947,1837
"Walton,Bold Springs",Walton,Bold Springs,2969,738,40,79.23,19.69,59.54,-59.54,3747,2962,704,79.21,18.82,60.39,-60.39,3739,1819,468,49.4,12.71,36.69,-36.69,1395,3682
"Walton,Whatley",Walton,Whatley,874,132,7,86.27,13.03,73.24,-73.24,1013,871,121,86.75,12.05,74.7,-74.7,1004,535,89,53.55,8.9,44.65,-44.65,375,999
"Walton,Walker Park",Walton,Walker Park,2348,499,26,81.72,17.36,64.36,-64.36,2873,2318,482,81.16,16.87,64.29,-64.29,2856,1387,332,48.8,11.68,37.12,-37.12,1123,2842
"Walton,Gratis",Walton,Gratis,896,131,11,86.31,12.62,73.69,-73.69,1038,882,130,85.79,12.64,73.15,-73.15,1028,542,102,52.98,9.97,43.01,-43.01,379,1023
"Walton,Between",Walton,Between,3113,763,44,79.41,19.46,59.95,-59.95,3920,3091,722,79.27,18.51,60.76,-60.76,3899,1904,501,48.95,12.88,36.07,-36.07,1484,3889
"Walton,Walnut Grove",Walton,Walnut Grove,1629,295,18,83.88,15.19,68.69,-68.69,1942,1612,280,83.3,14.47,68.83,-68.83,1935,975,216,50.72,11.23,39.49,-39.49,731,1922
"Walton,Loganville North",Walton,Loganville North,2559,993,50,71.04,27.56,43.48,-43.48,3602,2514,952,70.32,26.62,43.7,-43.7,3575,1513,655,42.52,18.4,24.12,-24.12,1390,3558
"Walton,Social Circle",Walton,Social Circle,2347,928,40,70.79,27.99,42.8,-42.8,3315,2313,912,70.15,27.66,42.49,-42.49,3297,1423,689,43.37,20.99,22.38,-22.38,1169,3281
"Walton,South Monroe",Walton,South Monroe,1779,755,36,69.22,29.37,39.85,-39.85,2570,1746,712,68.68,28,40.68,-40.68,2542,1024,517,40.41,20.4,20.01,-20.01,993,2534
"Walton,North Monroe",Walton,North Monroe,1311,1512,31,45.93,52.97,-7.04,7.04,2854,1275,1458,45.29,51.79,-6.5,6.5,2815,756,1029,26.99,36.73,-9.74,9.74,1016,2801
"Walton,Loganville South",Walton,Loganville South,1797,830,38,67.42,31.14,36.28,-36.28,2665,1777,782,67.18,29.56,37.62,-37.62,2645,1022,513,39.09,19.62,19.47,-19.47,1079,2614
"Walton,West Walton",Walton,West Walton,2564,703,34,77.67,21.29,56.38,-56.38,3301,2544,662,77.53,20.17,57.36,-57.36,3281,1560,449,47.76,13.74,34.02,-34.02,1257,3266
"Walton,Broken Arrow",Walton,Broken Arrow,2616,605,39,80.24,18.55,61.69,-61.69,3260,2570,579,79.34,17.87,61.47,-61.47,3239,1632,377,50.76,11.72,39.04,-39.04,1206,3215
"Walton,Bay Creek",Walton,Bay Creek,2064,498,37,79.41,19.16,60.25,-60.25,2599,2059,476,79.71,18.42,61.29,-61.29,2583,1283,323,50.01,12.59,37.42,-37.42,959,2565
"Walton,E Monroe",Walton,E Monroe,1388,922,24,59.46,39.5,19.96,-19.96,2334,1355,878,58.7,38.04,20.66,-20.66,2308,820,587,35.74,25.58,10.16,-10.16,887,2294
"Walton,W Monroe",Walton,W Monroe,1276,313,14,79.6,19.52,60.08,-60.08,1603,1278,298,80.02,18.65,61.37,-61.37,1597,821,219,51.73,13.79,37.94,-37.94,547,1587
"Walton,Tara",Walton,Tara,1633,1382,27,53.68,45.43,8.25,-8.25,3042,1627,1327,54.01,44.05,9.96,-9.96,3012,982,870,32.79,29.05,3.74,-3.74,1142,2994
"Walton,Mountain",Walton,Mountain,1026,182,10,84.23,14.94,69.29,-69.29,1218,1006,178,83.48,14.77,68.71,-68.71,1205,592,133,49.41,11.1,38.31,-38.31,473,1198
"Walton,Jersey",Walton,Jersey,1412,155,24,88.74,9.74,79,-79,1591,1389,161,87.74,10.17,77.57,-77.57,1583,884,117,56.02,7.41,48.61,-48.61,577,1578
"Walton,Blasingame",Walton,Blasingame,816,107,6,87.83,11.51,76.32,-76.32,929,799,107,86.65,11.6,75.05,-75.05,922,487,89,53.39,9.75,43.64,-43.64,336,912
"Walton,Good Hope",Walton,Good Hope,1425,239,15,84.87,14.23,70.64,-70.64,1679,1411,225,84.33,13.44,70.89,-70.89,1673,852,168,51.51,10.15,41.36,-41.36,634,1654
"Ware,100",Ware,100,479,2001,12,19.22,80.29,-61.07,61.07,2492,509,1832,21.06,75.82,-54.76,54.76,2416,132,878,5.48,36.46,-30.98,30.98,1398,2408
"Ware,200A",Ware,200A,1062,574,30,63.74,34.45,29.29,-29.29,1666,1064,541,64.48,32.78,31.7,-31.7,1650,404,241,24.8,14.79,10.01,-10.01,984,1629
"Ware,200B",Ware,200B,206,290,7,40.95,57.65,-16.7,16.7,503,207,275,42.15,56,-13.85,13.85,491,64,108,13.5,22.78,-9.28,9.28,302,474
"Ware,300",Ware,300,2087,630,19,76.27,23.02,53.25,-53.25,2736,2060,575,76.55,21.36,55.19,-55.19,2691,689,234,26.22,8.9,17.32,-17.32,1704,2627
"Ware,304",Ware,304,679,113,6,85.08,14.16,70.92,-70.92,798,657,116,83.58,14.75,68.83,-68.83,786,200,42,26.1,5.48,20.62,-20.62,524,766
"Ware,400",Ware,400,2212,364,16,85.33,14.04,71.29,-71.29,2592,2174,356,84.88,13.9,70.98,-70.98,2561,781,160,31.04,6.35,24.69,-24.69,1575,2516
"Ware,404",Ware,404,263,24,1,91.31,8.33,82.98,-82.98,288,262,25,90.34,8.62,81.72,-81.72,290,77,12,27.4,4.27,23.13,-23.13,192,281
"Ware,405",Ware,405,454,23,2,94.78,4.8,89.98,-89.98,479,448,21,94.31,4.42,89.89,-89.89,475,135,4,28.78,0.85,27.93,-27.93,330,469
"Ware,406",Ware,406,1067,104,17,89.81,8.75,81.06,-81.06,1188,1058,106,89.5,8.96,80.54,-80.54,1182,361,35,31.14,3.01,28.13,-28.13,763,1159
"Ware,407",Ware,407,339,17,2,94.69,4.74,89.95,-89.95,358,339,17,94.95,4.76,90.19,-90.19,357,139,6,38.93,1.68,37.25,-37.25,212,357
"Ware,408",Ware,408,359,19,1,94.72,5.01,89.71,-89.71,379,354,19,94.9,5.09,89.81,-89.81,373,103,9,28.14,2.45,25.69,-25.69,254,366
"Ware,409",Ware,409,658,52,3,92.28,7.29,84.99,-84.99,713,641,54,90.66,7.63,83.03,-83.03,707,210,19,30.17,2.72,27.45,-27.45,467,696
"Warren,Warrenton",Warren,Warrenton,1166,1469,16,43.98,55.41,-11.43,11.43,2651,1161,1407,44.41,53.82,-9.41,9.41,2614,631,817,24.41,31.61,-7.2,7.2,1136,2584
"Washington,Riddleville",Washington,Riddleville,281,149,3,64.89,34.41,30.48,-30.48,433,278,138,65.41,32.47,32.94,-32.94,425,149,83,35.14,19.57,15.57,-15.57,192,424
"Washington,Warthen",Washington,Warthen,327,246,2,56.86,42.78,14.08,-14.08,575,331,230,58.07,40.35,17.72,-17.72,570,153,180,27.17,31.97,-4.8,4.8,230,563
"Washington,Tennille",Washington,Tennille,726,1024,9,41.27,58.21,-16.94,16.94,1759,716,980,41.48,56.77,-15.29,15.29,1726,369,634,21.69,37.27,-15.58,15.58,698,1701
"Washington,Oconee",Washington,Oconee,227,208,2,51.94,47.59,4.35,-4.35,437,224,198,52.7,46.58,6.12,-6.12,425,105,148,24.94,35.15,-10.21,10.21,168,421
"Washington,Harrison",Washington,Harrison,494,252,9,65.43,33.37,32.06,-32.06,755,479,245,64.72,33.1,31.62,-31.62,740,261,169,35.12,22.74,12.38,-12.38,313,743
"Washington,Davisboro",Washington,Davisboro,354,254,2,58.03,41.63,16.4,-16.4,610,338,237,56.8,39.83,16.97,-16.97,595,193,167,32.54,28.16,4.38,-4.38,233,593
"Washington,Sandersville",Washington,Sandersville,1942,2486,35,43.51,55.7,-12.19,12.19,4463,1957,2337,44.74,53.42,-8.68,8.68,4374,974,1579,22.49,36.46,-13.97,13.97,1777,4330
"Washington,Deepstep",Washington,Deepstep,312,111,4,73.06,25.99,47.07,-47.07,427,307,112,72.4,26.41,45.99,-45.99,424,172,86,40.75,20.37,20.38,-20.38,164,422
"Wayne,Odum",Wayne,Odum,906,89,2,90.87,8.92,81.95,-81.95,997,882,90,89.27,9.1,80.17,-80.17,988,422,47,43.68,4.86,38.82,-38.82,497,966
"Wayne,Madray Springs",Wayne,Madray Springs,845,64,3,92.65,7.01,85.64,-85.64,912,816,76,89.96,8.37,81.59,-81.59,907,408,43,45.73,4.82,40.91,-40.91,441,892
"Wayne,Oglethorpe",Wayne,Oglethorpe,1092,168,10,85.98,13.22,72.76,-72.76,1270,1077,168,85.54,13.34,72.2,-72.2,1259,548,110,43.98,8.82,35.16,-35.16,588,1246
"Wayne,Screven",Wayne,Screven,1190,195,7,85.48,14,71.48,-71.48,1392,1176,177,85.71,12.9,72.81,-72.81,1372,599,116,44.43,8.6,35.83,-35.83,633,1348
"Wayne,Empire",Wayne,Empire,795,73,9,90.64,8.32,82.32,-82.32,877,771,74,89.03,8.54,80.49,-80.49,866,400,38,46.62,4.42,42.2,-42.2,420,858
"Wayne,Red Hill",Wayne,Red Hill,565,130,8,80.36,18.49,61.87,-61.87,703,543,128,78.8,18.57,60.23,-60.23,689,257,83,37.73,12.18,25.55,-25.55,341,681
"Wayne,Altamaha",Wayne,Altamaha,1379,408,10,76.73,22.7,54.03,-54.03,1797,1342,409,75.64,23.05,52.59,-52.59,1774,646,249,36.99,14.26,22.73,-22.73,851,1746
"Wayne,Gardi",Wayne,Gardi,737,78,5,89.87,9.51,80.36,-80.36,820,718,79,88.31,9.71,78.6,-78.6,813,369,51,45.95,6.35,39.6,-39.6,383,803
"Wayne,VFW",Wayne,VFW,156,500,7,23.52,75.41,-51.89,51.89,663,152,482,23.31,73.92,-50.61,50.61,652,57,320,8.72,49,-40.28,40.28,276,653
"Wayne,Pine Street",Wayne,Pine Street,395,337,8,53.37,45.54,7.83,-7.83,740,397,322,54.16,43.92,10.24,-10.24,733,174,212,23.8,29,-5.2,5.2,345,731
"Wayne,Unity",Wayne,Unity,967,363,18,71.73,26.92,44.81,-44.81,1348,932,364,70.12,27.38,42.74,-42.74,1329,479,228,36.42,17.33,19.09,-19.09,608,1315
"Wayne,Rec Center",Wayne,Rec Center,960,282,17,76.25,22.39,53.86,-53.86,1259,928,286,74.18,22.86,51.32,-51.32,1251,432,163,35,13.2,21.8,-21.8,639,1234
"Webster,Preston 1",Webster,Preston 1,748,639,3,53.81,45.97,7.84,-7.84,1390,736,626,53.64,45.62,8.02,-8.02,1372,324,443,23.84,32.59,-8.75,8.75,592,1359
"Wheeler,Alamo",Wheeler,Alamo,906,452,10,66.22,33.04,33.18,-33.18,1368,905,420,67.03,31.11,35.92,-35.92,1350,382,297,28.74,22.34,6.4,-6.4,650,1329
"Wheeler,Glenwood",Wheeler,Glenwood,677,237,3,73.82,25.84,47.98,-47.98,917,657,237,72.67,26.21,46.46,-46.46,904,306,163,34.03,18.13,15.9,-15.9,430,899
"White,Blue Creek",White,Blue Creek,1412,359,25,78.61,19.98,58.63,-58.63,1796,1401,339,78.26,18.93,59.33,-59.33,1790,500,237,28.16,13.35,14.81,-14.81,1038,1775
"White,Blue Ridge",White,Blue Ridge,559,89,7,85.34,13.58,71.76,-71.76,655,552,81,85.71,12.57,73.14,-73.14,644,208,59,32.44,9.2,23.24,-23.24,374,641
"White,Helen",White,Helen,307,112,2,72.92,26.6,46.32,-46.32,421,301,102,73.23,24.81,48.42,-48.42,411,100,74,24.27,17.96,6.31,-6.31,238,412
"White,Mossy Creek",White,Mossy Creek,1977,253,30,87.47,11.19,76.28,-76.28,2260,1938,244,86.59,10.9,75.69,-75.69,2238,633,185,28.29,8.27,20.02,-20.02,1419,2237
"White,Mt Yonah",White,Mt Yonah,2549,544,42,81.3,17.35,63.95,-63.95,3135,2524,514,81.1,16.51,64.59,-64.59,3112,827,338,26.74,10.93,15.81,-15.81,1927,3092
"White,Nacoochee",White,Nacoochee,866,365,10,69.78,29.41,40.37,-40.37,1241,879,329,71.17,26.63,44.54,-44.54,1235,317,270,25.83,22,3.83,-3.83,640,1227
"White,Robertstown",White,Robertstown,245,69,3,77.28,21.76,55.52,-55.52,317,237,66,75.23,20.95,54.28,-54.28,315,84,49,26.83,15.65,11.18,-11.18,180,313
"White,Shoal Creek",White,Shoal Creek,1464,181,20,87.92,10.87,77.05,-77.05,1665,1439,183,86.73,11.03,75.7,-75.7,1659,452,106,27.17,6.37,20.8,-20.8,1105,1663
"White,Tesnatee",White,Tesnatee,743,158,10,81.55,17.34,64.21,-64.21,911,733,148,80.9,16.33,64.57,-64.57,906,248,112,27.77,12.54,15.23,-15.23,533,893
"White,Town Creek",White,Town Creek,948,169,20,83.37,14.86,68.51,-68.51,1137,929,163,82.21,14.42,67.79,-67.79,1130,332,115,29.53,10.23,19.3,-19.3,677,1124
"White,White Creek",White,White Creek,1152,112,14,90.14,8.76,81.38,-81.38,1278,1139,104,89.26,8.15,81.11,-81.11,1276,332,59,26.16,4.64,21.52,-21.52,878,1269
"Whitfield,1A",Whitfield,1A,651,689,19,47.9,50.69,-2.79,2.79,1359,645,640,48.6,48.22,0.38,-0.38,1327,329,248,25.05,18.88,6.17,-6.17,736,1313
"Whitfield,2A",Whitfield,2A,1451,678,29,67.23,31.41,35.82,-35.82,2158,1461,643,67.95,29.9,38.05,-38.05,2150,787,285,37.35,13.52,23.83,-23.83,1035,2107
"Whitfield,3A",Whitfield,3A,974,559,27,62.43,35.83,26.6,-26.6,1560,1001,515,64.7,33.29,31.41,-31.41,1547,517,256,33.9,16.78,17.12,-17.12,752,1525
"Whitfield,4A",Whitfield,4A,1169,710,23,61.46,37.32,24.14,-24.14,1902,1185,654,63.06,34.8,28.26,-28.26,1879,645,285,34.71,15.33,19.38,-19.38,928,1858
"Whitfield,5A",Whitfield,5A,346,782,17,30.21,68.29,-38.08,38.08,1145,341,744,30.33,66.19,-35.86,35.86,1124,144,251,13.27,23.13,-9.86,9.86,690,1085
"Whitfield,6A",Whitfield,6A,259,565,12,30.98,67.58,-36.6,36.6,836,252,533,30.8,65.15,-34.35,34.35,818,102,192,12.65,23.82,-11.17,11.17,512,806
"Whitfield,AN",Whitfield,AN,693,618,12,52.38,46.71,5.67,-5.67,1323,667,592,51.66,45.85,5.81,-5.81,1291,309,198,24.14,15.46,8.68,-8.68,773,1280
"Whitfield,CA",Whitfield,CA,980,240,8,79.8,19.54,60.26,-60.26,1228,931,249,76.62,20.49,56.13,-56.13,1215,482,92,40.64,7.75,32.89,-32.89,612,1186
"Whitfield,CO",Whitfield,CO,844,177,9,81.94,17.18,64.76,-64.76,1030,819,170,80.84,16.78,64.06,-64.06,1013,422,64,41.94,6.36,35.58,-35.58,520,1006
"Whitfield,DG",Whitfield,DG,1542,698,36,67.75,30.66,37.09,-37.09,2276,1534,648,68.05,28.74,39.31,-39.31,2254,780,232,35.11,10.44,24.67,-24.67,1209,2221
"Whitfield,ES",Whitfield,ES,618,343,14,63.38,35.17,28.21,-28.21,975,609,325,63.43,33.85,29.58,-29.58,960,298,117,31.8,12.48,19.32,-19.32,522,937
"Whitfield,FI",Whitfield,FI,983,395,21,70.26,28.23,42.03,-42.03,1399,944,389,68.5,28.22,40.28,-40.28,1378,524,153,39.19,11.44,27.75,-27.75,660,1337
"Whitfield,GL",Whitfield,GL,1004,616,14,61.44,37.69,23.75,-23.75,1634,984,583,61,36.14,24.86,-24.86,1613,459,167,29.23,10.63,18.6,-18.6,944,1570
"Whitfield,LT",Whitfield,LT,758,111,7,86.52,12.67,73.85,-73.85,876,756,103,86.89,11.83,75.06,-75.06,870,433,49,51,5.77,45.23,-45.23,367,849
"Whitfield,MC",Whitfield,MC,1061,164,15,85.56,13.22,72.34,-72.34,1240,1023,170,83.51,13.87,69.64,-69.64,1225,530,66,44.2,5.5,38.7,-38.7,603,1199
"Whitfield,NI",Whitfield,NI,1430,278,15,82.99,16.13,66.86,-66.86,1723,1393,270,81.84,15.86,65.98,-65.98,1702,714,90,42.8,5.39,37.41,-37.41,864,1668
"Whitfield,PG",Whitfield,PG,2376,911,29,71.65,27.47,44.18,-44.18,3316,2311,864,70.8,26.47,44.33,-44.33,3264,1154,333,35.83,10.34,25.49,-25.49,1733,3220
"Whitfield,TH",Whitfield,TH,2072,546,38,78.01,20.55,57.46,-57.46,2656,2020,527,76.98,20.08,56.9,-56.9,2624,1010,185,39.45,7.22,32.23,-32.23,1365,2560
"Whitfield,TI",Whitfield,TI,430,76,7,83.82,14.81,69.01,-69.01,513,409,83,80.19,16.27,63.92,-63.92,510,209,33,41.63,6.57,35.06,-35.06,260,502
"Whitfield,TR",Whitfield,TR,900,132,17,85.79,12.58,73.21,-73.21,1049,876,141,84.14,13.54,70.6,-70.6,1041,445,49,43.45,4.78,38.67,-38.67,530,1024
"Whitfield,UT",Whitfield,UT,683,104,7,86.02,13.09,72.93,-72.93,794,659,110,83.62,13.95,69.67,-69.67,788,311,49,40.49,6.38,34.11,-34.11,408,768
"Whitfield,VA",Whitfield,VA,2919,838,48,76.71,22.02,54.69,-54.69,3805,2874,812,76.21,21.53,54.68,-54.68,3771,1525,293,41.39,7.95,33.44,-33.44,1866,3684
"Whitfield,WS",Whitfield,WS,1493,440,16,76.6,22.57,54.03,-54.03,1949,1464,412,75.73,21.31,54.42,-54.42,1933,776,189,41.1,10.01,31.09,-31.09,923,1888
"Wilcox,Rochelle North 1",Wilcox,Rochelle North 1,92,235,3,27.87,71.21,-43.34,43.34,330,85,232,26.39,72.04,-45.65,45.65,322,47,135,14.59,41.92,-27.33,27.33,140,322
"Wilcox,Abbeville North 2",Wilcox,Abbeville North 2,272,109,2,71.01,28.45,42.56,-42.56,383,272,98,72.14,25.99,46.15,-46.15,377,134,79,35.54,20.95,14.59,-14.59,164,377
"Wilcox,Pineview 2",Wilcox,Pineview 2,264,194,2,57.39,42.17,15.22,-15.22,460,262,174,58.48,38.83,19.65,-19.65,448,122,124,27.11,27.55,-0.44,0.44,204,450
"Wilcox,Pitts 3",Wilcox,Pitts 3,563,76,1,87.96,11.87,76.09,-76.09,640,554,75,87.51,11.84,75.67,-75.67,633,271,40,42.81,6.31,36.5,-36.5,322,633
"Wilcox,Rochelle South 4",Wilcox,Rochelle South 4,658,99,5,86.35,12.99,73.36,-73.36,762,646,94,85.67,12.46,73.21,-73.21,754,318,61,42.74,8.19,34.55,-34.55,365,744
"Wilcox,Abbeville South 5",Wilcox,Abbeville South 5,554,149,3,78.47,21.1,57.37,-57.37,706,550,132,79.02,18.96,60.06,-60.06,696,263,99,38,14.3,23.7,-23.7,330,692
"Wilkes,Senior Citizen Center",Wilkes,Senior Citizen Center,389,677,10,36.15,62.91,-26.76,26.76,1076,393,629,37.71,60.36,-22.65,22.65,1042,201,386,19.25,36.97,-17.72,17.72,457,1044
"Wilkes,Young Farmers Bldg",Wilkes,Young Farmers Bldg,710,216,9,75.93,23.1,52.83,-52.83,935,707,199,76.59,21.56,55.03,-55.03,923,411,119,44.96,13.01,31.95,-31.95,384,914
"Wilkes,Metasville Fire Sta",Wilkes,Metasville Fire Sta,328,132,2,70.99,28.57,42.42,-42.42,462,327,125,71.39,27.29,44.1,-44.1,458,205,76,45.35,16.81,28.54,-28.54,171,452
"Wilkes,Edward B Pope Center",Wilkes,Edward B Pope Center,192,484,6,28.15,70.96,-42.81,42.81,682,194,462,29.21,69.57,-40.36,40.36,664,92,269,13.85,40.51,-26.66,26.66,303,664
"Wilkes,Rayle City Hall",Wilkes,Rayle City Hall,275,136,6,65.94,32.61,33.33,-33.33,417,271,136,65.14,32.69,32.45,-32.45,416,148,80,35.83,19.37,16.46,-16.46,185,413
"Wilkes,Courthouse",Wilkes,Courthouse,498,255,6,65.61,33.59,32.02,-32.02,759,486,253,64.8,33.73,31.07,-31.07,750,235,167,31.58,22.44,9.14,-9.14,342,744
"Wilkes,Tignal Sch Lunch Rm",Wilkes,Tignal Sch Lunch Rm,431,260,7,61.74,37.24,24.5,-24.5,698,432,253,62.42,36.56,25.86,-25.86,692,201,160,29.82,23.73,6.09,-6.09,313,674
"Wilkinson,Bloodworth",Wilkinson,Bloodworth,315,36,2,89.23,10.19,79.04,-79.04,353,306,38,87.42,10.85,76.57,-76.57,350,164,29,47.26,8.35,38.91,-38.91,154,347
"Wilkinson,Griffin",Wilkinson,Griffin,125,31,1,79.61,19.74,59.87,-59.87,157,122,32,78.7,20.64,58.06,-58.06,155,60,29,38.7,18.7,20,-20,66,155
"Wilkinson,High Hill",Wilkinson,High Hill,110,27,0,80.29,19.7,60.59,-60.59,137,109,28,78.98,20.28,58.7,-58.7,138,71,20,51.82,14.59,37.23,-37.23,46,137
"Wilkinson,Irwinton",Wilkinson,Irwinton,295,360,3,44.83,54.71,-9.88,9.88,658,283,345,44.08,53.73,-9.65,9.65,642,164,262,25.3,40.43,-15.13,15.13,222,648
"Wilkinson,Ivey",Wilkinson,Ivey,549,89,10,84.72,13.73,70.99,-70.99,648,537,95,83.51,14.77,68.74,-68.74,643,267,80,41.84,12.53,29.31,-29.31,291,638
"Wilkinson,Lord",Wilkinson,Lord,317,233,6,57.01,41.9,15.11,-15.11,556,309,225,56.48,41.13,15.35,-15.35,547,167,172,30.69,31.61,-0.92,0.92,205,544
"Wilkinson,Midway",Wilkinson,Midway,121,534,0,18.47,81.52,-63.05,63.05,655,125,516,19.31,79.75,-60.44,60.44,647,66,380,10.2,58.73,-48.53,48.53,201,647
"Wilkinson,Ramah",Wilkinson,Ramah,585,667,6,46.5,53.02,-6.52,6.52,1258,578,641,46.68,51.77,-5.09,5.09,1238,309,486,25.1,39.48,-14.38,14.38,436,1231
"Wilkinson,Turkey Creek",Wilkinson,Turkey Creek,247,98,3,70.97,28.16,42.81,-42.81,348,239,97,69.47,28.19,41.28,-41.28,344,139,81,40.64,23.68,16.96,-16.96,122,342
"Worth,Sylvester",Worth,Sylvester,616,1045,15,36.75,62.35,-25.6,25.6,1676,615,1006,37.22,60.89,-23.67,23.67,1652,301,674,18.28,40.94,-22.66,22.66,671,1646
