UniqueID,County,Precinct,Donald J. Trump,Joe R. Biden,Jo Jorgensen,Don_Per,Joe_Per,Don_MOV,Joe_MOV,Total_Pres,David A. Purdue,Jon Ossoff,Pur_Per,Oss_Per,Pur_MOV,Oss_MOV,Total_Sen1,Kelly Loeffler,Raphael Warnock,Loe_Per,War_Per,Loe_MOV,War_MOV,Others,Total_Sen2
"Berrien,Alapaha",Berrien,Alapaha,622,206,5,74.66,24.72,49.94,-49.94,833,614,197,74.6,23.93,50.67,-50.67,823,342,143,42.06,17.58,24.48,-24.48,328,813
"Bibb,East Macon 1",Bibb,East Macon 1,47,929,11,4.76,94.12,-89.36,89.36,987,47,891,4.86,92.23,-87.37,87.37,966,19,678,1.96,70.04,-68.08,68.08,271,968
"Bibb,East Macon 2",Bibb,East Macon 2,157,2169,27,6.67,92.18,-85.51,85.51,2353,173,2101,7.46,90.59,-83.13,83.13,2319,79,1618,3.39,69.56,-66.17,66.17,629,2326
"Bibb,East Macon 3",Bibb,East Macon 3,570,1563,23,26.43,72.49,-46.06,46.06,2156,570,1493,26.91,70.49,-43.58,43.58,2118,287,1127,13.44,52.81,-39.37,39.37,720,2134
"Bibb,East Macon 4",Bibb,East Macon 4,95,1309,9,6.72,92.63,-85.91,85.91,1413,99,1264,7.17,91.59,-84.42,84.42,1380,48,998,3.43,71.43,-68,68,351,1397
"Bibb,East Macon 5",Bibb,East Macon 5,379,1264,16,22.84,76.19,-53.35,53.35,1659,368,1232,22.46,75.21,-52.75,52.75,1638,175,967,10.65,58.89,-48.24,48.24,500,1642
"Bibb,Godfrey 1",Bibb,Godfrey 1,326,2987,29,9.75,89.37,-79.62,79.62,3342,350,2868,10.63,87.14,-76.51,76.51,3291,164,2043,4.98,62.09,-57.11,57.11,1083,3290
"Bibb,Godfrey 2",Bibb,Godfrey 2,98,795,8,10.87,88.23,-77.36,77.36,901,95,756,10.75,85.61,-74.86,74.86,883,46,533,5.18,60.09,-54.91,54.91,308,887
"Bibb,Godfrey 3",Bibb,Godfrey 3,175,1543,8,10.13,89.39,-79.26,79.26,1726,177,1480,10.43,87.21,-76.78,76.78,1697,94,1065,5.52,62.61,-57.09,57.09,542,1701
"Bibb,Godfrey 4",Bibb,Godfrey 4,139,826,7,14.3,84.97,-70.67,70.67,972,141,781,14.95,82.82,-67.87,67.87,943,76,532,7.96,55.76,-47.8,47.8,346,954
"Bibb,Godfrey 5",Bibb,Godfrey 5,301,2328,30,11.32,87.55,-76.23,76.23,2659,316,2249,12.03,85.64,-73.61,73.61,2626,154,1574,5.85,59.82,-53.97,53.97,903,2631
"Bibb,Hazzard 1",Bibb,Hazzard 1,232,1676,21,12.02,86.88,-74.86,74.86,1929,230,1635,12.11,86.14,-74.03,74.03,1898,124,1174,6.5,61.62,-55.12,55.12,607,1905
"Bibb,Hazzard 2",Bibb,Hazzard 2,1215,1606,34,42.55,56.25,-13.7,13.7,2855,1191,1580,42.09,55.85,-13.76,13.76,2829,654,1077,23.22,38.24,-15.02,15.02,1085,2816
"Bibb,Hazzard 3",Bibb,Hazzard 3,1201,3284,31,26.59,72.71,-46.12,46.12,4516,1179,3217,26.37,71.96,-45.59,45.59,4470,612,2341,13.66,52.28,-38.62,38.62,1524,4477
"Bibb,Hazzard 4",Bibb,Hazzard 4,2112,1618,37,56.06,42.95,13.11,-13.11,3767,2096,1577,56.07,42.18,13.89,-13.89,3738,1133,1155,30.43,31.02,-0.59,0.59,1435,3723
"Bibb,Howard 1",Bibb,Howard 1,1727,992,21,63.02,36.2,26.82,-26.82,2740,1777,911,65.35,33.5,31.85,-31.85,2719,1013,706,37.4,26.07,11.33,-11.33,989,2708
"Bibb,Howard 2",Bibb,Howard 2,1734,929,35,64.26,34.43,29.83,-29.83,2698,1740,899,65.11,33.64,31.47,-31.47,2672,978,646,36.68,24.23,12.45,-12.45,1042,2666
"Bibb,Howard 3",Bibb,Howard 3,2397,2233,55,51.16,47.66,3.5,-3.5,4685,2431,2133,52.38,45.95,6.43,-6.43,4641,1424,1528,30.74,32.99,-2.25,2.25,1679,4631
"Bibb,Howard 4",Bibb,Howard 4,577,625,22,47.14,51.06,-3.92,3.92,1224,584,608,47.71,49.67,-1.96,1.96,1224,294,414,24.13,33.99,-9.86,9.86,510,1218
"Bibb,Howard 5",Bibb,Howard 5,535,917,14,36.49,62.55,-26.06,26.06,1466,532,868,36.89,60.19,-23.3,23.3,1442,288,607,19.9,41.94,-22.04,22.04,552,1447
"Bibb,Howard 6",Bibb,Howard 6,878,736,18,53.79,45.09,8.7,-8.7,1632,884,706,54.73,43.71,11.02,-11.02,1615,495,495,30.59,30.59,0,0,628,1618
"Bibb,Howard 7",Bibb,Howard 7,1421,851,31,61.7,36.95,24.75,-24.75,2303,1434,826,62.32,35.89,26.43,-26.43,2301,779,628,34.04,27.44,6.6,-6.6,881,2288
"Bibb,Rutland 1",Bibb,Rutland 1,2559,1784,28,58.54,40.81,17.73,-17.73,4371,2511,1760,58,40.65,17.35,-17.35,4329,1371,1357,31.67,31.35,0.32,-0.32,1600,4328
"Bibb,Rutland 2",Bibb,Rutland 2,1590,863,26,64.13,34.81,29.32,-29.32,2479,1546,854,62.84,34.71,28.13,-28.13,2460,878,644,35.89,26.32,9.57,-9.57,924,2446
"Bibb,Vineville 1",Bibb,Vineville 1,670,1509,37,30.23,68.09,-37.86,37.86,2216,684,1439,31.26,65.76,-34.5,34.5,2188,371,1066,17.08,49.07,-31.99,31.99,735,2172
"Bibb,Vineville 2",Bibb,Vineville 2,291,939,21,23.26,75.05,-51.79,51.79,1251,306,899,24.83,72.97,-48.14,48.14,1232,148,694,11.99,56.23,-44.24,44.24,392,1234
"Bibb,Vineville 3",Bibb,Vineville 3,153,1601,19,8.62,90.29,-81.67,81.67,1773,159,1534,9.16,88.41,-79.25,79.25,1735,69,1139,3.95,65.27,-61.32,61.32,537,1745
"Bibb,Vineville 4",Bibb,Vineville 4,283,2042,23,12.05,86.96,-74.91,74.91,2348,307,1956,13.2,84.16,-70.96,70.96,2324,151,1444,6.5,62.18,-55.68,55.68,727,2322
"Bibb,Vineville 5",Bibb,Vineville 5,913,818,30,51.84,46.45,5.39,-5.39,1761,927,783,52.97,44.74,8.23,-8.23,1750,538,580,30.97,33.39,-2.42,2.42,619,1737
"Bibb,Vineville 6",Bibb,Vineville 6,937,1180,39,43.46,54.73,-11.27,11.27,2156,969,1088,45.49,51.07,-5.58,5.58,2130,575,836,27.08,39.37,-12.29,12.29,712,2123
"Bibb,Warrior 1",Bibb,Warrior 1,1300,675,16,65.29,33.9,31.39,-31.39,1991,1295,658,65.53,33.29,32.24,-32.24,1976,697,527,35.45,26.8,8.65,-8.65,742,1966
"Bibb,Warrior 2",Bibb,Warrior 2,1573,877,23,63.6,35.46,28.14,-28.14,2473,1527,882,62.25,35.95,26.3,-26.3,2453,850,703,34.83,28.81,6.02,-6.02,887,2440
"Bleckley,Fairground",Bleckley,Fairground,4328,1311,67,75.84,22.97,52.87,-52.87,5706,4281,1249,75.85,22.12,53.73,-53.73,5644,2133,876,38,15.6,22.4,-22.4,2604,5613
"Brantley,Hoboken",Brantley,Hoboken,2210,164,17,92.42,6.85,85.57,-85.57,2391,2158,163,91.9,6.94,84.96,-84.96,2348,700,46,30.54,2,28.54,-28.54,1546,2292
"Brantley,Nahunta",Brantley,Nahunta,2522,268,17,89.84,9.54,80.3,-80.3,2807,2463,249,89.4,9.03,80.37,-80.37,2755,942,88,35.69,3.33,32.36,-32.36,1609,2639
"Brantley,Waynesville",Brantley,Waynesville,2259,267,22,88.65,10.47,78.18,-78.18,2548,2191,276,87.18,10.98,76.2,-76.2,2513,768,102,31.25,4.15,27.1,-27.1,1587,2457
"Brooks,Quitman",Brooks,Quitman,908,1406,17,38.95,60.31,-21.36,21.36,2331,947,1284,41.68,56.51,-14.83,14.83,2272,407,484,18.44,21.93,-3.49,3.49,1316,2207
"Brooks,Barwick",Brooks,Barwick,181,67,0,72.98,27.01,45.97,-45.97,248,177,65,72.24,26.53,45.71,-45.71,245,82,27,34.3,11.29,23.01,-23.01,130,239
"Brooks,Dixie",Brooks,Dixie,363,395,4,47.63,51.83,-4.2,4.2,762,367,374,48.73,49.66,-0.93,0.93,753,139,151,18.96,20.6,-1.64,1.64,443,733
"Brooks,Briggs",Brooks,Briggs,1148,315,15,77.67,21.31,56.36,-56.36,1478,1121,314,76.72,21.49,55.23,-55.23,1461,556,122,38.63,8.47,30.16,-30.16,761,1439
"Brooks,Nankin",Brooks,Nankin,421,86,2,82.71,16.89,65.82,-65.82,509,408,85,81.76,17.03,64.73,-64.73,499,169,30,34.98,6.21,28.77,-28.77,284,483
"Brooks,Morven",Brooks,Morven,925,399,10,69.34,29.91,39.43,-39.43,1334,922,371,70.06,28.19,41.87,-41.87,1316,466,161,35.46,12.25,23.21,-23.21,687,1314
"Brooks,Pavo",Brooks,Pavo,314,122,2,71.68,27.85,43.83,-43.83,438,308,114,71.62,26.51,45.11,-45.11,430,134,49,31.9,11.66,20.24,-20.24,237,420
"Bryan,Pembroke",Bryan,Pembroke,1111,567,32,64.97,33.15,31.82,-31.82,1710,1089,547,64.66,32.48,32.18,-32.18,1684,616,323,37.37,19.59,17.78,-17.78,709,1648
"Bryan,Danielsiding",Bryan,Danielsiding,1213,435,29,72.33,25.93,46.4,-46.4,1677,1193,408,71.56,24.47,47.09,-47.09,1667,701,285,42.4,17.24,25.16,-25.16,667,1653
"Bryan,Ellabell",Bryan,Ellabell,1300,302,17,80.29,18.65,61.64,-61.64,1619,1268,299,79.1,18.65,60.45,-60.45,1603,675,180,42.69,11.38,31.31,-31.31,726,1581
"Bryan,Black Creek",Bryan,Black Creek,1442,393,21,77.69,21.17,56.52,-56.52,1856,1410,395,76.38,21.39,54.99,-54.99,1846,772,244,42.53,13.44,29.09,-29.09,799,1815
"Bryan,Ways Station",Bryan,Ways Station,717,536,21,56.27,42.07,14.2,-14.2,1274,694,526,55.07,41.74,13.33,-13.33,1260,391,325,31.5,26.18,5.32,-5.32,525,1241
"Bryan,RH Rec Complex",Bryan,RH Rec Complex,1137,888,47,54.87,42.85,12.02,-12.02,2072,1118,858,54.66,41.95,12.71,-12.71,2045,625,455,30.86,22.46,8.4,-8.4,945,2025
"Bryan,JF Gregory Park",Bryan,JF Gregory Park,1654,573,35,73.12,25.33,47.79,-47.79,2262,1658,534,73.78,23.76,50.02,-50.02,2247,999,360,44.87,16.17,28.7,-28.7,867,2226
"Bryan,Keller",Bryan,Keller,2205,1017,43,67.53,31.14,36.39,-36.39,3265,2226,948,68.36,29.11,39.25,-39.25,3256,1299,598,40.41,18.6,21.81,-21.81,1317,3214
"Bryan,Hwy 144 East",Bryan,Hwy 144 East,2528,1393,71,63.32,34.89,28.43,-28.43,3992,2501,1347,63.26,34.07,29.19,-29.19,3953,1387,810,35.62,20.8,14.82,-14.82,1696,3893
"Bryan,Public Safety Complex",Bryan,Public Safety Complex,937,635,41,58.09,39.36,18.73,-18.73,1613,910,635,56.8,39.63,17.17,-17.17,1602,485,361,30.54,22.73,7.81,-7.81,742,1588
"Bulloch,Lockhart",Bulloch,Lockhart,385,150,3,71.56,27.88,43.68,-43.68,538,376,150,70.14,27.98,42.16,-42.16,536,176,90,33.2,16.98,16.22,-16.22,264,530
"Bulloch,Emit",Bulloch,Emit,1620,757,49,66.77,31.2,35.57,-35.57,2426,1608,715,67.05,29.81,37.24,-37.24,2398,799,470,33.64,19.78,13.86,-13.86,1106,2375
"Bulloch,Statesboro",Bulloch,Statesboro,1907,2074,59,47.2,51.33,-4.13,4.13,4040,1922,1977,48.19,49.57,-1.38,1.38,3988,902,1242,22.8,31.39,-8.59,8.59,1812,3956
"Bulloch,Portal",Bulloch,Portal,839,309,10,72.45,26.68,45.77,-45.77,1158,822,304,71.6,26.48,45.12,-45.12,1148,416,205,36.42,17.95,18.47,-18.47,521,1142
"Bulloch,Fair",Bulloch,Fair,2559,1705,75,58.97,39.29,19.68,-19.68,4339,2552,1652,59.3,38.39,20.91,-20.91,4303,1244,1023,29.15,23.97,5.18,-5.18,2000,4267
"Bulloch,Church",Bulloch,Church,1737,1988,63,45.85,52.48,-6.63,6.63,3788,1759,1896,46.88,50.53,-3.65,3.65,3752,837,1186,22.4,31.74,-9.34,9.34,1713,3736
"Bulloch,Pittman Park",Bulloch,Pittman Park,992,1725,75,35.53,61.78,-26.25,26.25,2792,982,1669,35.61,60.53,-24.92,24.92,2757,455,822,16.63,30.05,-13.42,13.42,1458,2735
"Bulloch,Leefield",Bulloch,Leefield,630,112,13,83.44,14.83,68.61,-68.61,755,615,111,82.1,14.81,67.29,-67.29,749,307,62,41.76,8.43,33.33,-33.33,366,735
"Bulloch,Blitch",Bulloch,Blitch,1129,398,12,73.35,25.86,47.49,-47.49,1539,1128,389,73.43,25.32,48.11,-48.11,1536,542,268,35.63,17.61,18.02,-18.02,711,1521
"Bulloch,Hagin",Bulloch,Hagin,1079,575,14,64.68,34.47,30.21,-30.21,1668,1054,550,64.22,33.51,30.71,-30.71,1641,528,372,32.21,22.69,9.52,-9.52,739,1639
"Bulloch,Brooklet",Bulloch,Brooklet,1880,565,35,75.8,22.78,53.02,-53.02,2480,1851,563,75.06,22.83,52.23,-52.23,2466,908,353,37.39,14.53,22.86,-22.86,1167,2428
"Bulloch,Stilson",Bulloch,Stilson,1193,236,11,82.84,16.38,66.46,-66.46,1440,1166,239,81.48,16.7,64.78,-64.78,1431,633,167,44.7,11.79,32.91,-32.91,616,1416
"Bulloch,Bay",Bulloch,Bay,987,203,12,82.11,16.88,65.23,-65.23,1202,968,202,81.07,16.91,64.16,-64.16,1194,495,127,41.66,10.69,30.97,-30.97,566,1188
"Bulloch,Nevils",Bulloch,Nevils,740,169,12,80.34,18.34,62,-62,921,729,162,80.19,17.82,62.37,-62.37,909,371,109,40.99,12.04,28.95,-28.95,425,905
"Bulloch,Sinkhole",Bulloch,Sinkhole,298,60,2,82.77,16.66,66.11,-66.11,360,294,57,82.58,16.01,66.57,-66.57,356,159,43,44.78,12.11,32.67,-32.67,153,355
"Bulloch,Register",Bulloch,Register,411,217,10,64.42,34.01,30.41,-30.41,638,406,210,64.54,33.38,31.16,-31.16,629,172,126,27.3,20,7.3,-7.3,332,630
"Burke,Alexander",Burke,Alexander,158,113,1,58.08,41.54,16.54,-16.54,272,159,104,59.1,38.66,20.44,-20.44,269,100,74,37.31,27.61,9.7,-9.7,94,268
"Burke,Four Points",Burke,Four Points,1086,503,10,67.91,31.45,36.46,-36.46,1599,1080,481,68.09,30.32,37.77,-37.77,1586,643,289,40.59,18.24,22.35,-22.35,652,1584
"Burke,Girard",Burke,Girard,232,242,3,48.63,50.73,-2.1,2.1,477,229,227,49.24,48.81,0.43,-0.43,465,145,142,31.11,30.47,0.64,-0.64,179,466
"Burke,Gough",Burke,Gough,116,189,2,37.78,61.56,-23.78,23.78,307,113,189,36.56,61.16,-24.6,24.6,309,65,127,21.38,41.77,-20.39,20.39,112,304
"Burke,Greenscut",Burke,Greenscut,412,271,4,59.97,39.44,20.53,-20.53,687,402,261,59.37,38.55,20.82,-20.82,677,228,175,33.97,26.08,7.89,-7.89,268,671
"Burke,Keysville",Burke,Keysville,119,141,3,45.24,53.61,-8.37,8.37,263,111,141,42.85,54.44,-11.59,11.59,259,69,75,26.64,28.95,-2.31,2.31,115,259
"Burke,Midville",Burke,Midville,122,181,2,40,59.34,-19.34,19.34,305,129,168,42.71,55.62,-12.91,12.91,302,54,112,18.24,37.83,-19.59,19.59,130,296
"Burke,Munnerlyn",Burke,Munnerlyn,116,81,2,58.29,40.7,17.59,-17.59,199,112,80,57.14,40.81,16.33,-16.33,196,68,52,35.41,27.08,8.33,-8.33,72,192
"Burke,Sardis",Burke,Sardis,392,257,4,60.03,39.35,20.68,-20.68,653,391,244,60.99,38.06,22.93,-22.93,641,210,163,32.86,25.5,7.36,-7.36,266,639
"Burke,Scotts Crossroads",Burke,Scotts Crossroads,63,128,0,32.98,67.01,-34.03,34.03,191,67,121,35.44,64.02,-28.58,28.58,189,30,78,16.21,42.16,-25.95,25.95,77,185
"Burke,Telfair",Burke,Telfair,378,315,6,54.07,45.06,9.01,-9.01,699,372,306,53.99,44.41,9.58,-9.58,689,196,215,28.36,31.11,-2.75,2.75,280,691
"Burke,St Clair",Burke,St Clair,173,143,0,54.74,45.25,9.49,-9.49,316,171,140,54.28,44.44,9.84,-9.84,315,93,94,29.9,30.22,-0.32,0.32,124,311
"Burke,Vidette",Burke,Vidette,105,105,2,49.52,49.52,0,0,212,103,103,49.04,49.04,0,0,210,51,59,24.87,28.78,-3.91,3.91,95,205
"Burke,North Waynesboro",Burke,North Waynesboro,482,1296,9,26.97,72.52,-45.55,45.55,1787,500,1239,28.36,70.27,-41.91,41.91,1763,258,766,14.82,44.02,-29.2,29.2,716,1740
"Burke,South Waynesboro",Burke,South Waynesboro,1281,1007,26,55.35,43.51,11.84,-11.84,2314,1303,955,56.82,41.64,15.18,-15.18,2293,714,605,31.53,26.72,4.81,-4.81,945,2264
"Burke,Blakeney",Burke,Blakeney,165,237,1,40.94,58.8,-17.86,17.86,403,165,230,41.56,57.93,-16.37,16.37,397,94,132,24.1,33.84,-9.74,9.74,164,390
"Butts,Butts County Admin Bldg",Butts,Butts County Admin Bldg,8406,3274,91,71.41,27.81,43.6,-43.6,11771,8329,3129,71.35,26.8,44.55,-44.55,11673,4541,2207,39.11,19.01,20.1,-20.1,4861,11609
"Calhoun,Leary",Calhoun,Leary,227,291,5,43.4,55.64,-12.24,12.24,523,234,275,45.17,53.08,-7.91,7.91,518,133,204,25.77,39.53,-13.76,13.76,179,516
"Calhoun,Morgan",Calhoun,Morgan,350,144,2,70.56,29.03,41.53,-41.53,496,348,138,70.58,27.99,42.59,-42.59,493,191,100,39.38,20.61,18.77,-18.77,194,485
"Calhoun,Edison",Calhoun,Edison,64,243,1,20.77,78.89,-58.12,58.12,308,69,230,22.77,75.9,-53.13,53.13,303,37,145,12.33,48.33,-36,36,118,300
"Calhoun,Edison-Arlington",Calhoun,Edison-Arlington,161,234,1,40.65,59.09,-18.44,18.44,396,164,225,41.94,57.54,-15.6,15.6,391,91,158,23.15,40.2,-17.05,17.05,144,393
"Calhoun,Arlington",Calhoun,Arlington,121,348,2,25.69,73.88,-48.19,48.19,471,118,343,25.26,73.44,-48.18,48.18,467,58,212,12.55,45.88,-33.33,33.33,192,462
"Camden,Tarboro",Camden,Tarboro,490,192,7,71.11,27.86,43.25,-43.25,689,480,181,71.11,26.81,44.3,-44.3,675,191,76,28.67,11.41,17.26,-17.26,399,666
"Camden,Waverly",Camden,Waverly,886,347,9,71.33,27.93,43.4,-43.4,1242,876,330,71.39,26.89,44.5,-44.5,1227,393,174,32.8,14.52,18.28,-18.28,631,1198
"Camden,Woodbine",Camden,Woodbine,842,540,14,60.31,38.68,21.63,-21.63,1396,825,520,59.86,37.73,22.13,-22.13,1378,376,264,27.95,19.62,8.33,-8.33,705,1345
"Camden,Browntown",Camden,Browntown,384,74,14,81.35,15.67,65.68,-65.68,472,372,67,80.86,14.56,66.3,-66.3,460,127,26,27.97,5.72,22.25,-22.25,301,454
"Camden,Harrietts Bluff",Camden,Harrietts Bluff,1075,299,25,76.84,21.37,55.47,-55.47,1399,1053,281,76.19,20.33,55.86,-55.86,1382,498,119,36.67,8.76,27.91,-27.91,741,1358
"Camden,West Kingsland",Camden,West Kingsland,1355,497,39,71.65,26.28,45.37,-45.37,1891,1325,460,71.39,24.78,46.61,-46.61,1856,494,147,27.18,8.09,19.09,-19.09,1176,1817
"Camden,North Kingsland",Camden,North Kingsland,747,804,38,47.01,50.59,-3.58,3.58,1589,727,758,46.57,48.55,-1.98,1.98,1561,303,306,19.94,20.14,-0.2,0.2,910,1519
"Camden,Kingsland",Camden,Kingsland,763,485,29,59.74,37.97,21.77,-21.77,1277,744,458,59,36.32,22.68,-22.68,1261,298,141,24.22,11.46,12.76,-12.76,791,1230
"Camden,East Kingsland",Camden,East Kingsland,2825,1604,100,62.37,35.41,26.96,-26.96,4529,2783,1491,62.42,33.44,28.98,-28.98,4458,1232,576,28.07,13.12,14.95,-14.95,2581,4389
"Camden,North St Marys",Camden,North St Marys,555,387,36,56.74,39.57,17.17,-17.17,978,524,376,54.52,39.12,15.4,-15.4,961,224,118,23.7,12.48,11.22,-11.22,603,945
"Camden,St Marys",Camden,St Marys,1222,845,61,57.42,39.7,17.72,-17.72,2128,1206,793,57.42,37.76,19.66,-19.66,2100,528,298,25.56,14.43,11.13,-11.13,1239,2065
"Camden,South St Marys",Camden,South St Marys,1013,546,21,64.11,34.55,29.56,-29.56,1580,1003,516,64.41,33.14,31.27,-31.27,1557,442,236,28.83,15.39,13.44,-13.44,855,1533
"Camden,Mush Bluff",Camden,Mush Bluff,1308,639,44,65.69,32.09,33.6,-33.6,1991,1275,596,64.58,30.19,34.39,-34.39,1974,614,202,31.64,10.41,21.23,-21.23,1124,1940
"Camden,West St Marys",Camden,West St Marys,1786,708,33,70.67,28.01,42.66,-42.66,2527,1794,640,71.78,25.61,46.17,-46.17,2499,911,284,37.06,11.55,25.51,-25.51,1263,2458
"Candler,Jack Strickland Comm Center",Candler,Jack Strickland Comm Center,3133,1269,29,70.7,28.63,42.07,-42.07,4431,3077,1233,70.41,28.21,42.2,-42.2,4370,1555,778,35.97,18,17.97,-17.97,1989,4322
"Carroll,Kansas",Carroll,Kansas,787,68,6,91.4,7.89,83.51,-83.51,861,775,68,89.9,7.88,82.02,-82.02,862,430,52,50.76,6.13,44.63,-44.63,365,847
